title	url	path_to_file
Roast hake, cockles in beef sauce, chive butter cream recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roast_hake_cockles_21604	./DATA//Roast hake, cockles in beef sauce, chive butter cream recipe - BBC Food.html
Chargrilled tuna with shoestring fries shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/chargrilledtunawithr_86657/shopping-list	./DATA//Chargrilled tuna with shoestring fries shopping list - BBC Food.html
Turkey, date and chestnut dumplings recipe - BBC Food	https://www.bbc.co.uk/food/recipes/turkey_date_and_chestnut_57735	./DATA//Turkey, date and chestnut dumplings recipe - BBC Food.html
Salsify tagliatelle with cheese and wine sauce  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/salsify_tagliatelle_with_47110	./DATA//Salsify tagliatelle with cheese and wine sauce  recipe - BBC Food.html
Sweet and sour chicken Hong Kong style recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sweet_and_sour_chicken_87807	./DATA//Sweet and sour chicken Hong Kong style recipe - BBC Food.html
Vegan hot cross buns  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/vegan_hot_cross_buns_43546/shopping-list	./DATA//Vegan hot cross buns  shopping list - BBC Food.html
Chilled pea and mint soup shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/chilledpeaandmintsou_72223/shopping-list	./DATA//Chilled pea and mint soup shopping list - BBC Food.html
Almond chicken curry recipe - BBC Food	https://www.bbc.co.uk/food/recipes/almond_chicken_curry_75843	./DATA//Almond chicken curry recipe - BBC Food.html
Steam-roasted salmon with barbecued new potatoes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/steam-roasted_salmon_and_21424	./DATA//Steam-roasted salmon with barbecued new potatoes recipe - BBC Food.html
Chinese dumplings shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/chinese_dumplings_15833/shopping-list	./DATA//Chinese dumplings shopping list - BBC Food.html
Nadiya's peanut chicken traybake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/one-tray_peanut_chicken_19540	./DATA//Nadiya's peanut chicken traybake recipe - BBC Food.html
Baked chicken, prawn and chorizo rice recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bakedspanishrisotto_70241	./DATA//Baked chicken, prawn and chorizo rice recipe - BBC Food.html
Punjabi chicken curry recipe - BBC Food	https://www.bbc.co.uk/food/recipes/punjabi_chicken_curry_44800	./DATA//Punjabi chicken curry recipe - BBC Food.html
Broccoli and cheese soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/broccoli_and_cheese_soup_12210	./DATA//Broccoli and cheese soup recipe - BBC Food.html
Broccoli and cheese soup shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/broccoli_and_cheese_soup_12210/shopping-list	./DATA//Broccoli and cheese soup shopping list - BBC Food.html
Turkey, leek and ham pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/turkey_leek_and_ham_pie_79037	./DATA//Turkey, leek and ham pie recipe - BBC Food.html
South African-inspired sausage rolls recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sausage_rolls_97331	./DATA//South African-inspired sausage rolls recipe - BBC Food.html
One-layer lasagne shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/one-layer_lasagne_53097/shopping-list	./DATA//One-layer lasagne shopping list - BBC Food.html
Chargilled lamb fillet with garlic puree recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chargilledlambfillet_93996	./DATA//Chargilled lamb fillet with garlic puree recipe - BBC Food.html
Easy egg-fried rice recipe - BBC Food	https://www.bbc.co.uk/food/recipes/south-east_asian_23221	./DATA//Easy egg-fried rice recipe - BBC Food.html
Chicken fried steaks with buttery spring greens recipe - BBC Food	https://www.bbc.co.uk/food/recipes/fried_steaks_with_98224	./DATA//Chicken fried steaks with buttery spring greens recipe - BBC Food.html
Flourless chocolate cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/flourless_chocolate_cake_43623	./DATA//Flourless chocolate cake recipe - BBC Food.html
Flourless chocolate cake shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/flourless_chocolate_cake_43623/shopping-list	./DATA//Flourless chocolate cake shopping list - BBC Food.html
Vincisgrassi (porcini and prosciutto lasagne) recipe - BBC Food	https://www.bbc.co.uk/food/recipes/vincisgrassi_75129	./DATA//Vincisgrassi (porcini and prosciutto lasagne) recipe - BBC Food.html
Chicken bao recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_bao_68011	./DATA//Chicken bao recipe - BBC Food.html
Homemade baked beans with sausages recipe - BBC Food	https://www.bbc.co.uk/food/recipes/homemade_baked_beans_02438	./DATA//Homemade baked beans with sausages recipe - BBC Food.html
Pesto recipe - BBC Food	https://www.bbc.co.uk/food/recipes/how_to_make_pesto_18843	./DATA//Pesto recipe - BBC Food.html
Roast fillet of lamb with pan-fried tomatoes, aubergine and courgette and sauce vierge recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roastfilletoflambwit_84422	./DATA//Roast fillet of lamb with pan-fried tomatoes, aubergine and courgette and sauce vierge recipe - BBC Food.html
15 minute pasta shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/15_minute_pasta_33407/shopping-list	./DATA//15 minute pasta shopping list - BBC Food.html
Rick Stein's Cornish bouillabaisse with mash recipe - BBC Food	https://www.bbc.co.uk/food/recipes/rick_steins_57742	./DATA//Rick Stein's Cornish bouillabaisse with mash recipe - BBC Food.html
Walnut and coffee Swiss roll recipe - BBC Food	https://www.bbc.co.uk/food/recipes/walnut_and_coffee_swiss_56931	./DATA//Walnut and coffee Swiss roll recipe - BBC Food.html
Vegan aubergine burgers recipe - BBC Food	https://www.bbc.co.uk/food/recipes/loaded_aubergine_burgers_44288	./DATA//Vegan aubergine burgers recipe - BBC Food.html
Christmas bubble and squeak recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bauble_and_squeak_09032	./DATA//Christmas bubble and squeak recipe - BBC Food.html
Marzipan berry cakes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/marzipan_berry_cakes_91508	./DATA//Marzipan berry cakes recipe - BBC Food.html
Best roast potatoes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/the_best_roast_potatoes_95083	./DATA//Best roast potatoes recipe - BBC Food.html
Easy Christmas pudding trifle recipe - BBC Food	https://www.bbc.co.uk/food/recipes/christmas_pudding_trifle_47025	./DATA//Easy Christmas pudding trifle recipe - BBC Food.html
Tartiflette recipe - BBC Food	https://www.bbc.co.uk/food/recipes/tartiflette_59096	./DATA//Tartiflette recipe - BBC Food.html
Chicken and mushroom pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chickenandmushroompi_89034	./DATA//Chicken and mushroom pie recipe - BBC Food.html
Spaghetti with courgettes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spaghetti_with_31196	./DATA//Spaghetti with courgettes recipe - BBC Food.html
Pumpkin soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pumpkinsoup_89904	./DATA//Pumpkin soup recipe - BBC Food.html
Sugar-free mango and lime mousse recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mango_and_lime_mousse_97668	./DATA//Sugar-free mango and lime mousse recipe - BBC Food.html
Slow-cooked lamb breast with vegetables recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lamb_breast_with_08232	./DATA//Slow-cooked lamb breast with vegetables recipe - BBC Food.html
Smoked trout with a tomato, lime and ginger broth recipe - BBC Food	https://www.bbc.co.uk/food/recipes/smoked_trout_with_a_71777	./DATA//Smoked trout with a tomato, lime and ginger broth recipe - BBC Food.html
Gammon with treacle bacon crust recipe - BBC Food	https://www.bbc.co.uk/food/recipes/gammon_with_treacle_81407	./DATA//Gammon with treacle bacon crust recipe - BBC Food.html
Vegetable curry recipe - BBC Food	https://www.bbc.co.uk/food/recipes/vegetablecurry_80763	./DATA//Vegetable curry recipe - BBC Food.html
Spicy tuna, tomato and olive pasta recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spicy_tuna_tomato_and_09254	./DATA//Spicy tuna, tomato and olive pasta recipe - BBC Food.html
Black bean quesadilla recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spicyblackbeanquesad_92202	./DATA//Black bean quesadilla recipe - BBC Food.html
Microwave salmon noodles recipe - BBC Food	https://www.bbc.co.uk/food/recipes/microwave_soy_salmon_07689	./DATA//Microwave salmon noodles recipe - BBC Food.html
Pappardelle with duck, peaches and cinnamon recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pappardelle_with_braised_90913	./DATA//Pappardelle with duck, peaches and cinnamon recipe - BBC Food.html
Pan-fried game with wild mushroom risotto shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/pan-fried_game_with_wild_28912/shopping-list	./DATA//Pan-fried game with wild mushroom risotto shopping list - BBC Food.html
Green tomato salsa recipe - BBC Food	https://www.bbc.co.uk/food/recipes/green_tomato_salsa_53906	./DATA//Green tomato salsa recipe - BBC Food.html
Refried beans recipe - BBC Food	https://www.bbc.co.uk/food/recipes/refriedbeans_81422	./DATA//Refried beans recipe - BBC Food.html
Pickled cucumber recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pickledcucumber_11033	./DATA//Pickled cucumber recipe - BBC Food.html
Orange cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/orange_cake_57974	./DATA//Orange cake recipe - BBC Food.html
Malaysian-spiced noodles with tofu recipe - BBC Food	https://www.bbc.co.uk/food/recipes/malaysianspicednoodl_88721	./DATA//Malaysian-spiced noodles with tofu recipe - BBC Food.html
Gypsy eggs  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cornish_gypsy_eggs_45609	./DATA//Gypsy eggs  recipe - BBC Food.html
Pan-fried John Dory with turnips and chestnuts recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roast_john_dory_with_77951	./DATA//Pan-fried John Dory with turnips and chestnuts recipe - BBC Food.html
Tuna tostadas recipe - BBC Food	https://www.bbc.co.uk/food/recipes/tuna_tostadas_20585	./DATA//Tuna tostadas recipe - BBC Food.html
Channa dal with crispy puris recipe - BBC Food	https://www.bbc.co.uk/food/recipes/channa_dal_with_crispy_89406	./DATA//Channa dal with crispy puris recipe - BBC Food.html
Fish recipe recipe - BBC Food	https://www.bbc.co.uk/food/recipes/simple_fish_dish_98008	./DATA//Fish recipe recipe - BBC Food.html
Pomegranate and sumac chicken recipe - BBC Food	https://www.bbc.co.uk/food/recipes/oven-roasted_chicken_13123	./DATA//Pomegranate and sumac chicken recipe - BBC Food.html
Profiteroles recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_profiteroles_33570	./DATA//Profiteroles recipe - BBC Food.html
Duck three ways recipe - BBC Food	https://www.bbc.co.uk/food/recipes/duck_three_ways_with_24881	./DATA//Duck three ways recipe - BBC Food.html
Spicy chorizo squash parcels recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spicy_chorizo_squash_37945	./DATA//Spicy chorizo squash parcels recipe - BBC Food.html
Pork and apple burgers recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pork_and_apple_burger_94249	./DATA//Pork and apple burgers recipe - BBC Food.html
Lamb stew with polenta recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lamb_stew_with_pumpkin_50037	./DATA//Lamb stew with polenta recipe - BBC Food.html
American layered salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/american_layered_salad_22107	./DATA//American layered salad recipe - BBC Food.html
Bauernfruhstuck (farmer’s breakfast) recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bauernfruhstuck_farmers_85796	./DATA//Bauernfruhstuck (farmer’s breakfast) recipe - BBC Food.html
Bauernfruhstuck (farmer’s breakfast) shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/bauernfruhstuck_farmers_85796/shopping-list	./DATA//Bauernfruhstuck (farmer’s breakfast) shopping list - BBC Food.html
Stuffed chicken wrapped in bacon recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chickenwrappedinbaco_85206	./DATA//Stuffed chicken wrapped in bacon recipe - BBC Food.html
Brothy Vietnamese pork cao lau  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/brothy_vietnamese_pork_36958	./DATA//Brothy Vietnamese pork cao lau  recipe - BBC Food.html
Parma ham and pimento penne shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/pimento_herb_penne_54105/shopping-list	./DATA//Parma ham and pimento penne shopping list - BBC Food.html
Turkey pot pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/turkey_pot_pie_09104	./DATA//Turkey pot pie recipe - BBC Food.html
Stuffed squid in tomato and basil sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/stuffed_squid_45353	./DATA//Stuffed squid in tomato and basil sauce recipe - BBC Food.html
Pot-roasted pheasant with walnut sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pot-roasted_pheasant_59154	./DATA//Pot-roasted pheasant with walnut sauce recipe - BBC Food.html
Scallops with mint and coriander chutney  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/seared_scallops_with_54904	./DATA//Scallops with mint and coriander chutney  recipe - BBC Food.html
Mocha and tutti frutti cream horns recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mocha_and_tutti_frutti_12936	./DATA//Mocha and tutti frutti cream horns recipe - BBC Food.html
Sausage, pumpkin and sage casserole recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sausagepumpkinandsag_92737	./DATA//Sausage, pumpkin and sage casserole recipe - BBC Food.html
One-pot bacon pasta recipe - BBC Food	https://www.bbc.co.uk/food/recipes/one-pot_bacon_spinach_50776	./DATA//One-pot bacon pasta recipe - BBC Food.html
Spice-roasted duck pancakes with preserved lemon martini recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spice-roasted_duck_07501	./DATA//Spice-roasted duck pancakes with preserved lemon martini recipe - BBC Food.html
Bacon and white bean soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bacon_and_white_bean_06748	./DATA//Bacon and white bean soup recipe - BBC Food.html
Angel hair pasta with salmon and cream sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/creamysalmonpastawit_87109	./DATA//Angel hair pasta with salmon and cream sauce recipe - BBC Food.html
Low-calorie cottage pie with chickpea mash recipe - BBC Food	https://www.bbc.co.uk/food/recipes/_cottage_pie_with_41660	./DATA//Low-calorie cottage pie with chickpea mash recipe - BBC Food.html
Blue cheese and frangipane tarts recipe - BBC Food	https://www.bbc.co.uk/food/recipes/blue_cheese_and_12450	./DATA//Blue cheese and frangipane tarts recipe - BBC Food.html
Baked Cornish cod piperade with mussels recipe - BBC Food	https://www.bbc.co.uk/food/recipes/baked_cornish_cod_83094	./DATA//Baked Cornish cod piperade with mussels recipe - BBC Food.html
Lobster with ginger and spring onions recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lobster_with_ginger_and_31721	./DATA//Lobster with ginger and spring onions recipe - BBC Food.html
Mackerel on toast with salted cucumber and horseradish recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mackerelontoastwiths_90005	./DATA//Mackerel on toast with salted cucumber and horseradish recipe - BBC Food.html
Easy tarte tatin recipe - BBC Food	https://www.bbc.co.uk/food/recipes/tarte_tatin_05826	./DATA//Easy tarte tatin recipe - BBC Food.html
Sautéed potatoes with parsley, garlic and lemon recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sauteedpotatoeswithp_85995	./DATA//Sautéed potatoes with parsley, garlic and lemon recipe - BBC Food.html
Beef Wellington with goats' cheese mash recipe - BBC Food	https://www.bbc.co.uk/food/recipes/welshblackbeefwellin_92243	./DATA//Beef Wellington with goats' cheese mash recipe - BBC Food.html
Hazelnut chocolate spread recipe - BBC Food	https://www.bbc.co.uk/food/recipes/hazelnut_chocolate_46076	./DATA//Hazelnut chocolate spread recipe - BBC Food.html
Mushroom and asparagus risotto recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mushroom_asparagus_59739	./DATA//Mushroom and asparagus risotto recipe - BBC Food.html
Spanakopita recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spanakopita_26903	./DATA//Spanakopita recipe - BBC Food.html
Banana and chocolate cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_banana_cake_06955	./DATA//Banana and chocolate cake recipe - BBC Food.html
Roast pumpkin seeds recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roastpumpkinseeds_70660	./DATA//Roast pumpkin seeds recipe - BBC Food.html
Creamy mushroom vol-au-vents shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/creamy_mushroom_03327/shopping-list	./DATA//Creamy mushroom vol-au-vents shopping list - BBC Food.html
Hake with chanterelles and a Swiss chard stew  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/hake_with_chanterelles_25340	./DATA//Hake with chanterelles and a Swiss chard stew  recipe - BBC Food.html
Hake with chanterelles and a Swiss chard stew  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/hake_with_chanterelles_25340/shopping-list	./DATA//Hake with chanterelles and a Swiss chard stew  shopping list - BBC Food.html
Cheese, pistachio and prune cake  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cheese_pistachio_and_85849	./DATA//Cheese, pistachio and prune cake  recipe - BBC Food.html
Lamb stew with polenta shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/lamb_stew_with_pumpkin_50037/shopping-list	./DATA//Lamb stew with polenta shopping list - BBC Food.html
No-churn blueberry and lemon ice cream recipe - BBC Food	https://www.bbc.co.uk/food/recipes/no-churn_blueberry_and_24948	./DATA//No-churn blueberry and lemon ice cream recipe - BBC Food.html
Prawn and spring onion fritters recipe - BBC Food	https://www.bbc.co.uk/food/recipes/andalucian_shrimp_and_67313	./DATA//Prawn and spring onion fritters recipe - BBC Food.html
Salt marsh lamb cooked with wild sea herbs and quick homemade jus recipe - BBC Food	https://www.bbc.co.uk/food/recipes/salt_marsh_lamb_cooked_37494	./DATA//Salt marsh lamb cooked with wild sea herbs and quick homemade jus recipe - BBC Food.html
Chocolate mousse flowerpots recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_flowerpots_84928	./DATA//Chocolate mousse flowerpots recipe - BBC Food.html
Cauliflower cheese soup recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cheesycauliflowerand_85829	./DATA//Cauliflower cheese soup recipe - BBC Food.html
Vegan pesto recipe - BBC Food	https://www.bbc.co.uk/food/recipes/vegan_pesto_58010	./DATA//Vegan pesto recipe - BBC Food.html
Beef stew and dumplings  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/beef_stew_with_dumplings_15297/shopping-list	./DATA//Beef stew and dumplings  shopping list - BBC Food.html
Prawn toast with quick sweet chilli sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/prawn_toast_with_quick_20689	./DATA//Prawn toast with quick sweet chilli sauce recipe - BBC Food.html
Apple crumble with star anise recipe - BBC Food	https://www.bbc.co.uk/food/recipes/apple_crumble_with_star_50461	./DATA//Apple crumble with star anise recipe - BBC Food.html
Strawberry jam millefeuille recipe - BBC Food	https://www.bbc.co.uk/food/recipes/strawberry_jam_18761	./DATA//Strawberry jam millefeuille recipe - BBC Food.html
Chilli-fried tofu with egg-fried rice recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chillifriedtofuwithe_93035	./DATA//Chilli-fried tofu with egg-fried rice recipe - BBC Food.html
Jungle chicken curry with rice recipe - BBC Food	https://www.bbc.co.uk/food/recipes/jungle_chicken_curry_49545	./DATA//Jungle chicken curry with rice recipe - BBC Food.html
Jollof rice with chicken  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/jollof_rice_with_chicken_74636	./DATA//Jollof rice with chicken  recipe - BBC Food.html
Linguine with pancetta, broccoli and cherry tomatoes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/linguinewithpancetta_86108	./DATA//Linguine with pancetta, broccoli and cherry tomatoes recipe - BBC Food.html
Vegan lasagne  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/vegan_lasagne_89049	./DATA//Vegan lasagne  recipe - BBC Food.html
Panang chicken stir fry shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/panang_chicken_stir-fry_00869/shopping-list	./DATA//Panang chicken stir fry shopping list - BBC Food.html
Beef casserole with horseradish and mustard recipe - BBC Food	https://www.bbc.co.uk/food/recipes/horseradish_and_mustard_10990	./DATA//Beef casserole with horseradish and mustard recipe - BBC Food.html
Beef and mustard pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/beef_and_mustard_pie_58002	./DATA//Beef and mustard pie recipe - BBC Food.html
Beef and mustard pie shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/beef_and_mustard_pie_58002/shopping-list	./DATA//Beef and mustard pie shopping list - BBC Food.html
Roasted ling with clams, perry and curly kale recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roastedlingwithclams_87904	./DATA//Roasted ling with clams, perry and curly kale recipe - BBC Food.html
Duo of lamb with paloise sauce and crushed new potatoes and green beans recipe - BBC Food	https://www.bbc.co.uk/food/recipes/duo_of_lamb_with_paloise_18894	./DATA//Duo of lamb with paloise sauce and crushed new potatoes and green beans recipe - BBC Food.html
Lokanta stew recipe - BBC Food	https://www.bbc.co.uk/food/recipes/lokanta_stew_91668	./DATA//Lokanta stew recipe - BBC Food.html
Spiced poached pear with almond crumble and cinnamon cream recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spiced_poached_pear_79218	./DATA//Spiced poached pear with almond crumble and cinnamon cream recipe - BBC Food.html
Mustard and maple syrup coated lamb with wild garlic choux potatoes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/mustard_and_maple_syrup_03280	./DATA//Mustard and maple syrup coated lamb with wild garlic choux potatoes recipe - BBC Food.html
Slow-roasted lamb shoulder and homemade mint sauce recipe - BBC Food	https://www.bbc.co.uk/food/recipes/slow_roasted_lamb_95248	./DATA//Slow-roasted lamb shoulder and homemade mint sauce recipe - BBC Food.html
Black cod with saikyo miso and sesame spinach recipe - BBC Food	https://www.bbc.co.uk/food/recipes/black_cod_with_miso_38131	./DATA//Black cod with saikyo miso and sesame spinach recipe - BBC Food.html
Stuffed mackerel and cumin potatoes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/stuffed_mackerel_52739	./DATA//Stuffed mackerel and cumin potatoes recipe - BBC Food.html
Pappardelle and meatballs  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/pappardelle_and_51772	./DATA//Pappardelle and meatballs  recipe - BBC Food.html
Fresh farfalle with spinach, gorgonzola and walnuts recipe - BBC Food	https://www.bbc.co.uk/food/recipes/fresh_farfalle_with_55621	./DATA//Fresh farfalle with spinach, gorgonzola and walnuts recipe - BBC Food.html
Ragù recipe - BBC Food	https://www.bbc.co.uk/food/recipes/ragu_49191	./DATA//Ragù recipe - BBC Food.html
Chicken and tarragon omelette recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chicken_and_tarragon_88286	./DATA//Chicken and tarragon omelette recipe - BBC Food.html
Extravagant five-tiered wedding cake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/extravagant_five-tiered_21283	./DATA//Extravagant five-tiered wedding cake recipe - BBC Food.html
Salt baked potatoes with chorizo mayonnaise and vegetables recipe - BBC Food	https://www.bbc.co.uk/food/recipes/salt_baked_potatoes_with_95825	./DATA//Salt baked potatoes with chorizo mayonnaise and vegetables recipe - BBC Food.html
Turbot steaks with seaweed, turnips and potatoes recipe - BBC Food	https://www.bbc.co.uk/food/recipes/turbot_steaks_with_55325	./DATA//Turbot steaks with seaweed, turnips and potatoes recipe - BBC Food.html
Pasta salad recipe - BBC Food	https://www.bbc.co.uk/food/recipes/picnic_pasta_salad_47257	./DATA//Pasta salad recipe - BBC Food.html
Roasted vegetable bowl recipe - BBC Food	https://www.bbc.co.uk/food/recipes/roasted_vegetable_bowl_99565	./DATA//Roasted vegetable bowl recipe - BBC Food.html
Millionaire's shortbread recipe - BBC Food	https://www.bbc.co.uk/food/recipes/millionaires_shortbread_76712	./DATA//Millionaire's shortbread recipe - BBC Food.html
Millionaire's shortbread shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/millionaires_shortbread_76712/shopping-list	./DATA//Millionaire's shortbread shopping list - BBC Food.html
Roast vegetable lasagne shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/roast_vegetable_lasagne_63331/shopping-list	./DATA//Roast vegetable lasagne shopping list - BBC Food.html
Apple, date and ginger chutney recipe - BBC Food	https://www.bbc.co.uk/food/recipes/appledateandgingerch_67595	./DATA//Apple, date and ginger chutney recipe - BBC Food.html
Steak tartare with lingonberries and chanterelles recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sirloin_steak_tartar_79405	./DATA//Steak tartare with lingonberries and chanterelles recipe - BBC Food.html
Cheesesteak sandwich recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cheesesteak_sandwich_96445	./DATA//Cheesesteak sandwich recipe - BBC Food.html
Sticky toffee pudding with dried fruit and Lady Grey tea recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sticky_toffee_pudding_69920	./DATA//Sticky toffee pudding with dried fruit and Lady Grey tea recipe - BBC Food.html
Rhubarb and ginger pudding  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/rhubarb_and_ginger_78424	./DATA//Rhubarb and ginger pudding  recipe - BBC Food.html
Lower-fat chocolate brownies recipe - BBC Food	https://www.bbc.co.uk/food/recipes/chocolate_brownies_32438	./DATA//Lower-fat chocolate brownies recipe - BBC Food.html
Salted caramel brownies recipe - BBC Food	https://www.bbc.co.uk/food/recipes/salted_caramel_brownies_33478	./DATA//Salted caramel brownies recipe - BBC Food.html
Salted caramel brownies shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/salted_caramel_brownies_33478/shopping-list	./DATA//Salted caramel brownies shopping list - BBC Food.html
Vegan vanilla cupcakes  recipe - BBC Food	https://www.bbc.co.uk/food/recipes/vegan_vanilla_cupcakes_62123	./DATA//Vegan vanilla cupcakes  recipe - BBC Food.html
Moscow mule recipe - BBC Food	https://www.bbc.co.uk/food/recipes/moscow_mule_04968	./DATA//Moscow mule recipe - BBC Food.html
Cherry tomato and mozzarella salad  shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/cherry_tomato_and_74745/shopping-list	./DATA//Cherry tomato and mozzarella salad  shopping list - BBC Food.html
Sticky prawns and cured salmon with shallots recipe - BBC Food	https://www.bbc.co.uk/food/recipes/sticky_prawns_and_cured_36667	./DATA//Sticky prawns and cured salmon with shallots recipe - BBC Food.html
Bolognese pasta bake recipe - BBC Food	https://www.bbc.co.uk/food/recipes/bolognese_pasta_bake_36436	./DATA//Bolognese pasta bake recipe - BBC Food.html
Cheese, courgette and honey pie recipe - BBC Food	https://www.bbc.co.uk/food/recipes/cheese_honey_pie_54360	./DATA//Cheese, courgette and honey pie recipe - BBC Food.html
Hollywood’s temptation recipe - BBC Food	https://www.bbc.co.uk/food/recipes/hollywoods_temptation_10953	./DATA//Hollywood’s temptation recipe - BBC Food.html
Monkfish with Chinese dressing and dumplings recipe - BBC Food	https://www.bbc.co.uk/food/recipes/steamed_monkfish_with_06066	./DATA//Monkfish with Chinese dressing and dumplings recipe - BBC Food.html
Spiced lamb burgers with herbed yoghurt recipe - BBC Food	https://www.bbc.co.uk/food/recipes/spicedlambburgerswit_86435	./DATA//Spiced lamb burgers with herbed yoghurt recipe - BBC Food.html
Vegetarian cannelloni recipe - BBC Food	https://www.bbc.co.uk/food/recipes/ricottaandbasilcanne_86973	./DATA//Vegetarian cannelloni recipe - BBC Food.html
Vegan oatmeal raisin cookies shopping list - BBC Food	https://www.bbc.co.uk/food/recipes/vegan_oatmeal_raisin_04704/shopping-list	./DATA//Vegan oatmeal raisin cookies shopping list - BBC Food.html
